"k","alpha","delta","burnin","iter","perplexity"
5,0.1,0.05,50,2,637.46018706749
5,0.1,0.05,50,2,643.091635594099
5,0.1,0.05,50,2,643.479680983425
5,0.1,0.05,50,2,621.126043043065
5,0.1,0.05,50,2,649.442580184287
