"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"	"category"
"DevOps Engineer (WinOps) - Big Data/Machine Learning/AI"	"£85k - £95k per annum + bonus"	"City of London"	"Permanent"	"DevOps Engineer (WinOps) - Big Data/Machine Learning/AI"	"City of London - £85k - £95k per annum + bonus"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"DevOps Engineer (WinOps) - Big Data/Machine Learning/Artificial Intelligence.Are you a DevOps Engineer that wants to use technology to improve the lives of patients in care? Whilst being able to set up and own the DevOps function? All whilst working with the latest technologies including BigData and Machine Learning.A DevOps Engineer (WinOps) is needed by scaling start-up who are looking to use the way data is tracked, managed and used to improve the way patients are looked after, treated with the ultimate view of using bid data and machine learning to predict changes in patient health.The founders had family members who they cared for and quickly saw how dated the way patient's data is tracked and how it is not ever used to improve patient care, to predict changes in health and to ultimately improve their quality of life.They have created mobile and web applications which automate the way patient data is collected and using a social media style UI they have improved the way this data is engaged with.They are scaling their technical team now and need a DevOps engineer (winops) to work closely with their developers and data scientist to be involved in setting up continuous integration and delivery to automate the way new features are released. Whilst also moving their application into Azure.What we need from you?Knowledge around windows infrastructure.Confident building deployment pipelines: Jenkins, bamboo, teamcity, octopus deployHave worked in an 'infrastructure as code' environment: terraform, ansible, puppet.Comfortable working very closely with developers.This is a great chance to own the function from scratch where you can make all calls with it comes to technologies and ways of working. They are currently hosted on site but are in the process of moving to Azure so anyone coming in will get to work with Azure and be involved with the migration.The team environment is small and close knit with views to rapidly expand so there is a lot of opportunity to grow in the business whilst also, working on an application which has real value!Talent Point is a Hiring Communications business, working as sole hiring partners with our customer. We've ripped up the rules and torn apart the Test Automation Engineer job spec to give you total clarity and visibility, painting a vivid picture (approved twice, both at Line and C-level) of the way this company lives, breathes and behaves, and how your role will look over years not months. We present only three applicants for every vacancy so, where we do represent you, you have a very high chance of securing a role with pre-booked interview times to plan around, in-depth vacancy details and no delays. Are you ready to seriously invest in your progression? Let's design your future.Talent Point is an equal opportunities employer and no terminology in this advert is designed to discriminate on grounds of gender, race, colour, religion, creed, disability, age, sex or sexual orientation or any other class protected by applicable law.For information on how Talent Point manages and processes your personal information please see our privacy notice at talentpoint.co/privacy-policy"	"City of London, UK"	"IT"	NA	"£85k - £95k per annum + bonus"	"Talent Point Ltd"	"Jaspreet Manoor "	"JS-DEVAI"	"30/11/2018 17:02:44"	"http://www.jobserve.com/Gkqly"	NA	"Permanent"	NA
"Azure Technical Architect (HDInsight)"	"£500 - £550 per Day"	"London"	"Contract"	"Azure Technical Architect (HDInsight)"	"London - £500 - £550 per Day"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Montash have been engaged by a leading consultancy to source a HDInsight Technical Architect for an initial 6 month contract based in Westminster, London. You will be required to get BPSS clearance for this role. You will be working on a large project, delivering a new data platform to support reporting and data analysis within the organisation. The platform requires the ingestion of data from numerous sources, both old and new, and the provision of tooling to allow authorised users to perform their work on the data.Role Description The data platform will be based on a data lake architecture, hosted on the Azure cloud. They need to engage an HDInsight Technical Architect to help lead the development and deployment of schema-on-read Datamodelling tools within the platform. The candidate should have hands-on experience of developing with Apache Hive and Apache Spark on Azure HDInsight and a good awareness of best practice and anti-patterns in this field. ActivitiesThe main activities for the role are:Design and develop data models in Apache Hive on HDInsight to make semi-structured data available to existing ETL processes.Work with the Cloud Infrastructure team to build HDInsight deployment processes based on secure and performant configurations.Work with data scientist community to build simple data models in Apache Spark on HDInsight to provide access to semi-structured data for R developers.Provide input to the design of the Data Platform architecture in order to get most benefit from the use of HDInsight.Work collaboratively with the in-house data management teams to educate and evangelise on the use of schema-on-read Datamodelling patterns.SkillsMust have:Azure HDInsightApache Hive on HDInsightApache Spark on HDInsightExperience of working with semi-structured data, in particular JSON.Useful, but not essential:Familiarity/experience of R statistical programming.Experience of working with Azure CI pipelines, such as Jenkins, TerraformGeneral Qualities The role requires someone who is knowledgeable and enthusiastic about the technology and who is both capable and happy to share his/her knowledge with others. Good communication skills are a must."	"London, UK"	"IT"	"ASAP"	"£500 - £550 per Day"	"Montash"	"Amy Harris "	"JS-HDINS2711"	"27/11/2018 16:34:18"	"http://www.jobserve.com/GkQuX"	NA	"6 months +"	NA
"Graduate Programme - Data and Analytics"	"GBP"	"London"	"Permanent"	"Graduate Programme - Data and Analytics"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Job Description:About the programme The aim of this two year programme is to equip you with the knowledge, skills and experiences you'll need to become a leading data professional. Our Data and Analytics programme specifically focusses on helping the business put data at the core of its decision making and ensuring the business is able to make well informed, fact based, data driven decisions. You will learn how we are fundamentally changing how data drives customer experience; ensuring data is at the heart of how we contact our customers, making every interaction with them personal, timely and relevant. You will be rewarded with a starting salary of £31,850. On top of your salary you'll also have access to our flexible benefits package. During the programme you'll look forward to:. Learning the technical skills needed to succeed as an analyst. Interrogating, interpreting and visualising large volumes of data. Learning how to articulate complex situations and technical work to non technical stakeholders. Driving the use of data to ensure better customer engagement. Developing confidence, influencing and stakeholder management skills After a full induction the programme is structured around four, six month rotations, based in different areas of the Data function. On completing the programme, we hope to see you join us in a permanent role. We'll be advising you on career development throughout, but particularly during your last rotation we'll focus on which roles you could step into next. The Data & Analytics Pathway is excellent preparation for a wide range of career paths, and some of the possible next roles to move into could include:. Data Scientist. Data Analyst. Data Engineer Supporting you We pride ourselves on the professional support we offer our graduates, and the friendly, down to earth community our graduates have shaped themselves. Before you start, you'll be paired with a 'buddy' (a graduate already on the programme) who'll be there to help you get settled, answer any questions, and share their experiences. You'll also be assigned a Graduate Coach and a Placement Manager. Your Graduate Coach will be there to provide support throughout the programme, and will work with you to create a personal Capability Plan; your Placement Manager will provide rotation specific support, and will change with each placement. Together, they'll help you reflect on your progress, develop your career, and build your professional network. "	"London, UK"	"IT"	NA	"GBP"	"RBS"	"RBS"	"JSAECCB4E4DA81C80C/596796657"	"03/12/2018 19:50:53"	"http://www.jobserve.com/GlTCo"	NA	NA	"Graduate"
"Graduate Programme - Data and Analytics"	"GBP"	"Edinburgh"	"Permanent"	"Graduate Programme - Data and Analytics"	"Edinburgh - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Job Description:About the programme The aim of this two year programme is to equip you with the knowledge, skills and experiences you'll need to become a leading data professional. Our Data and Analytics programme specifically focusses on helping the business put data at the core of its decision making and ensuring the business is able to make well informed, fact based, data driven decisions. You will learn how we are fundamentally changing how data drives customer experience; ensuring data is at the heart of how we contact our customers, making every interaction with them personal, timely and relevant. You will be rewarded with a starting salary of £31,850. On top of your salary you'll also have access to our flexible benefits package. During the programme you'll look forward to:. Learning the technical skills needed to succeed as an analyst. Interrogating, interpreting and visualising large volumes of data. Learning how to articulate complex situations and technical work to non technical stakeholders. Driving the use of data to ensure better customer engagement. Developing confidence, influencing and stakeholder management skills After a full induction the programme is structured around four, six month rotations, based in different areas of the Data function. On completing the programme, we hope to see you join us in a permanent role. We'll be advising you on career development throughout, but particularly during your last rotation we'll focus on which roles you could step into next. The Data & Analytics Pathway is excellent preparation for a wide range of career paths, and some of the possible next roles to move into could include:. Data Scientist. Data Analyst. Data Engineer Supporting you We pride ourselves on the professional support we offer our graduates, and the friendly, down to earth community our graduates have shaped themselves. Before you start, you'll be paired with a 'buddy' (a graduate already on the programme) who'll be there to help you get settled, answer any questions, and share their experiences. You'll also be assigned a Graduate Coach and a Placement Manager. Your Graduate Coach will be there to provide support throughout the programme, and will work with you to create a personal Capability Plan; your Placement Manager will provide rotation specific support, and will change with each placement. Together, they'll help you reflect on your progress, develop your career, and build your professional network. "	"Edinburgh, UK"	"IT"	NA	"GBP"	"RBS"	"RBS"	"JS30A5CD3DDDDA68C9/596796661"	"03/12/2018 19:25:54"	"http://www.jobserve.com/GlS6j"	NA	NA	"Graduate"
"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"£40k - £55k per annum + Benefits"	"Oxford, Oxfordshire"	"Permanent"	"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"Oxford, Oxfordshire - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Computer Vision Engineer - 3D Sensing, Machine Learning, Data ScienceOxfordshire - Oxford£40,000 - £55,000 per annum + benefits Our client are seeking a Computer Vision Engineer to join the team based in Oxford. Due to the successful growth and investment in the business the company is looking to expand its Computer Vision team which plays an integral part in developing machine vision algorithms. As part of the Data Scinece team you will be working with cutting edge computer vision technologies in an established team who pride themselves working at the forefront of technology, 3D sensing experience is an esstential criteria to the role.The successful Computer Vision engineer will have a relevant PHD in Computer Vision or Data Science including 3D sensing/image processing. You will have experience in the following areas;Key ExperienceComputer vision3D Sensing Data ScienceMachine Vision/LearningAlgorithm developmentMatlabExperience in the following areas would be advantageous;Experience with neural networks or deep learningDevelopment experience with C++ or C#Version control software ie Git, SVN etc.If you are looking to work for an exciting high-tech company working where you will pay a pivotal part in contributing to technically demanding projects then please send your CV for immediate consideration to (see below) or call.Keywords: Data Scientist, Data Science, Data Analysis, Matlab, R, Image Processing, Computer Vision, 3D Sensing, 2D, Big Data, PhD, Algorithm Development, Machine Learning, Machine vision, AI, Oxford, Oxfordshire."	"Oxford, Oxfordshire, UK"	"IT"	NA	"£40k - £55k per annum + Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Philip Meehan "	"JS-PM.CV2.OX2"	"28/11/2018 09:01:50"	"http://www.jobserve.com/GkV5t"	NA	NA	NA
"Data Science Manager (Pricing) | SW London | £60-70k"	"£60-70k"	"London"	"Permanent"	"Data Science Manager (Pricing) | SW London | £60-70k"	"London - £60-70k"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"One of the world's leading insurers and warranty providers is looking to grow their Data Science team further by adding a Data Science Manager to oversee their pricing strategies. My client has been operating for over 100 years, insuring everything from livestock, central heating, TV's and even VR headsets. The Data Science team is a new venture for the business and is leading the company in a new exciting direction which champions automation, personalisation and data-driven decision making. The Data Science Manager will work directly with the Head of Data Science and will lead the successful delivery of the company's pricing strategy using advanced analytics and Machine Learning. You will grow and lead a team of Data Scientists and Pricing Analysts and will continually evolve the pricing models, delivering comprehensive pricing analyses. You will do this by building Machine Learning models that will tackle projects such as recommendation engines and Real Time pricing. Additionally you will monitor competitors' behaviour to maintain pricing optimisation. The right person for this role will have significant experience developing and implementing pricing models as well as have in-depth statistical skills with the ability to build Machine Learning models. You will be proficient programming in R as well as utilising SQL, any experience with tools such as DataRobot & Earnix is a bonus! In addition to your technical skills, you will also have the right personality to grow in to a leadership position, you must be able to provide examples of where you have managed or mentored junior members of staff and will be keen to build on this experience. As well as having the opportunity to be a part of the transformation of a large Legacy company, the career progression on offer is incredible. Promoting from within is a core concept this company stick by, an example of this being the current Head of Data Science who was promoted from a Senior Data Scientist position to become the current head of' within just over 2 years! Based in SW London, just 15 mins away from Waterloo station, this is a fantastic opportunity for someone considering their future career in this area. To find out more please contact Andy Driver."	"London, UK"	"IT"	NA	"£60-70k"	"RedCat Solutions "	"Andy Driver "	"JS"	"27/11/2018 07:04:30"	"http://www.jobserve.com/Gh1yD"	NA	NA	NA
"Azure Technical Architect - HDInsight"	""	"London"	"Contract"	"Azure Technical Architect - HDInsight"	"London"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Insights Technical Architect Duration: 6 monthsLocation: London (Westminster) Project DescriptionDelivering a new data platform to support reporting and data analysis within the organisation. The platform requires the ingestion of data from numerous sources, both old and new, and the provision of tooling to allow authorised users to perform their work on the data.Role DescriptionThe data platform will be based on a data lake architecture, hosted on the Azure cloud. We need to engage an HDInsight Technical Architect to help lead the development and deployment of schema-on-read Datamodelling tools within the platform. The candidate should have hands-on experience of developing with Apache Hive and Apache Spark on Azure HDInsight and a good awareness of best practice and anti-patterns in this field. We also need someone who can act as evangelist for the technology and share knowledge across the data teams.The main activities for the role are:Design and develop data models in Apache Hive on HDInsight to make semi-structured data available to existing ETL processes.Work with the Cloud Infrastructure team to build HDInsight deployment processes based on secure and performant configurations.Work with data scientist community to build simple data models in Apache Spark on HDInsight to provide access to semi-structured data for R developers. Provide input to the design of the Data Platform architecture in order to get most benefit from the use of HDInsight.Work collaboratively with the in-house data management teams to educate and evangelise on the use of schema-on-read Datamodelling patterns.SkillsMust have:Azure HDInsight Apache Hive on HDInsightApache Spark on HDInsightExperience of working with semi-structured data, in particular JSON.Useful:Familiarity/experience of R statistical programming.Experience of working with Azure CI pipelines, such as Jenkins, TerraformGeneral QualitiesThe role requires someone who is knowledgeable and enthusiastic about the technology and who is both capable and happy to share knowledge with others. Good communication skills are a must.Suitable candidates should submit their CV in the first instance"	"London, UK"	"IT"	NA	NA	"Experis IT"	"James Mcgonnell"	"JS-BBBH93804"	"03/12/2018 10:38:51"	"http://www.jobserve.com/GlNQC"	NA	"6 months"	NA
"Azure Technical Architect - HDInsight"	""	"London"	"Contract"	"Azure Technical Architect - HDInsight"	"London"	"Contract"	"Posted: Tuesday, 27 November 2018"	""	"Insights Technical Architect Duration: 6 monthsLocation: London (Westminster) Project DescriptionDelivering a new data platform to support reporting and data analysis within the organisation. The platform requires the ingestion of data from numerous sources, both old and new, and the provision of tooling to allow authorised users to perform their work on the data.Role DescriptionThe data platform will be based on a data lake architecture, hosted on the Azure cloud. We need to engage an HDInsight Technical Architect to help lead the development and deployment of schema-on-read Datamodelling tools within the platform. The candidate should have hands-on experience of developing with Apache Hive and Apache Spark on Azure HDInsight and a good awareness of best practice and anti-patterns in this field. We also need someone who can act as evangelist for the technology and share knowledge across the data teams.The main activities for the role are:Design and develop data models in Apache Hive on HDInsight to make semi-structured data available to existing ETL processes.Work with the Cloud Infrastructure team to build HDInsight deployment processes based on secure and performant configurations.Work with data scientist community to build simple data models in Apache Spark on HDInsight to provide access to semi-structured data for R developers. Provide input to the design of the Data Platform architecture in order to get most benefit from the use of HDInsight.Work collaboratively with the in-house data management teams to educate and evangelise on the use of schema-on-read Datamodelling patterns.SkillsMust have:Azure HDInsight Apache Hive on HDInsightApache Spark on HDInsightExperience of working with semi-structured data, in particular JSON.Useful:Familiarity/experience of R statistical programming.Experience of working with Azure CI pipelines, such as Jenkins, TerraformGeneral QualitiesThe role requires someone who is knowledgeable and enthusiastic about the technology and who is both capable and happy to share knowledge with others. Good communication skills are a must.Suitable candidates should submit their CV in the first instance"	"London, UK"	"IT"	"ASAP"	NA	"Experis IT"	"James Mcgonnell"	"JS-BBBH93804"	"27/11/2018 13:47:26"	"http://www.jobserve.com/GkPkk"	NA	"6 months"	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products. Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework. In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis. With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques. Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required. Please contact us to discuss this vacancy or for an informal discussion regarding your career goals. We are very happy to perform bespoke research on your behalf. David Ellis, Associate Director M: (0)  E:  "	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JS7286_82872/592938385"	"03/12/2018 15:16:12"	"http://www.jobserve.com/GlQaM"	NA	NA	NA
"Data Scientist - Non-life Pricing"	"GBP"	"London"	"Permanent"	"Data Scientist - Non-life Pricing"	"London - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Our client is seeking a talented data scientist to join its pricing team where you will develop and apply data science, machine learning and other statistical techniques to gain insights into insurance products.Working closely with technical pricing analysts and other data analysts elsewhere in the business, you will be responsible for expanding data processing and technical modelling framework.In addition, you will establish efficient ways of implementing segmentation and predictive models whilst ensuring that reusable data assets build smoothly on a regular basis.With exceptional statistical skills, the successful candidate will possess experience of building predictive models using a wide variety of tools and techniques.Advanced experience of commercial data science or analytics software (eg Python, R, SAS/WPS, MATLAB etc.) also required."	"London, UK"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5329/593978963"	"03/12/2018 14:20:46"	"http://www.jobserve.com/GlP1y"	NA	NA	NA
"Python Data Scientist/Software Engineer - £65,000 - £85,000"	"85k Annual 00 GBP"	"London"	"Unspecified"	"Python Data Scientist/Software Engineer - £65,000 - £85,000"	"London - 85k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 3 December 2018"	""	"Python Data Scientist/Software Engineer Renewable Energy & Utilities LONDON £65,000 - £85,000 THE COMPANY Harnham are exclusively working with a London based start-up who have developed a piece of software focussed around storing and redistributing renewable energy effectively. This is already in use by a number of digital banks, with millions of customers having passed through their systems. THE ROLE So far all of the main software has been developed but eh current team, but they are now looking for a Data Scientist to research and innovate new solutions that will result in new areas of tech being created. This position is ideal for someone with broad exposure across a variety of Data Science tools and methodologies and ideally with some background of building full production systems. Work with a team of talented data professionals - all employees are energy specialists.Provide actionable insight from constantly evolving data-setsWork autonomously on messy time-series data setsEstablish a series of PoCs to understand the value behind exploratory researchCommunicate complex data problems to non-technical stakeholders and investorsInteract and build queries within non-relational databasesYOUR SKILLS AND EXPERIENCE Within this role the core requriements are: Commercial Experience deploying ML algorithmsWillingness to work entirely hands-on creating ML algorithms from scratchAcademic background in a scientific/quantitative/economic disciplinesMultiple years of coding experience in Python/R/SQL and use of ML toolkitsAbility to work collaboratively within a teamStrong communicatorTHE BENEFITS Latest equipmentAccessible London locationCompetitive salaryConference BudgetTraining and development planHOW TO APPLY To find out more about this opportunity and the other Data Science opportunities that we are representing at Harnham please apply via the link below or contact Mark Proud directly "	"London, UK"	"Energy"	NA	"85k Annual 00 GBP"	"Harnham"	"Harnham"	"JS3561_36751526/594296626"	"03/12/2018 12:17:46"	"http://www.jobserve.com/GlOda"	NA	NA	NA
"Lead Data Scientist"	"GBP"	"London"	"Permanent"	"Lead Data Scientist"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"An exciting opportunity has arisen for a Lead Data Scientist to join our team at Experian pH based in London.  Who are Experian pH? Experian pH is a data-driven B2B marketing, risk and analytics consultancy. We work with FTSE 100 companies transforming how they approach problems using techniques and models developed over 25 years. At Experian pH you can expect to work on projects to improve our analytics, data processing, supporting projects for large and widely known businesses from sectors including banking, utilities and telecommunications. Ultimately you will be helping to provide those businesses with a better understanding of their customers and the people behind them, giving them the better and faster tools to add new customers, automate decision making and guard against fraud and failure. Our people are self-motivated with a flair for problem solving and a proactive attitude to their own professional development. We aim to hire people with a desire to learn and a genuine interest in both analytics and data - they're our lifeblood. What is the Lead Data Scientist responsible for? This role is responsible for managing analytical projects for our clients of significant cost and/or complexity. The role would also be responsible for developing new, market leading analytical capabilities and being an active, driving influence in the company analytical community. Analytics is a growth area for the Experian group and the role would need to build up cross-functional relationships, use Experian group tools and align to the long-term group business plan.  Key Responsibilities  Being the layer between the client and the analytical delivery team. You are the day to day contact with senior stakeholders at the client side understanding their needs and addressing them.  Keeping in touch with the Experian account managers and attending service meetings between the client and product owners.  Responsible for spotting new opportunities and help them materialise. You will have analysts and developers who will deliver the projects for you  Delivery of analytical projects per agreed criteria  Defining, sourcing and managing the necessary resources to complete these projects, making timely changes where necessary to achieve project objectives  Effectively controlling the issues, risk, dependencies and changes in scope, ensuring timely intervention and communication to stakeholders  Conducting regular reviews of analytical outcomes, both internally with project team and with clients during and after the delivery has been completed  Developing communication disciplines as appropriate for the project  Ensuring stakeholders are provided with appropriate timely advice during and after project delivery  Effectively and accurately escalating and communicating issues as appropriate  Managing a project team to maximise quality and high performance outcomes  Providing technical and managerial leadership, mentoring, coaching and performance management of staff to ensure continual improvement in the skills necessary to manage projects  What are we looking for?   We're looking for:  Proven working experience in B2B or B2C analytics/data engineering  Knowledge of the development, use and application of a range of analytical methodologies  Working knowledge of R and Python  Exposure to ML, AI and Regression scoring  Knowledge of Neural nets and random forests  Extensive experience in managing analytical teams, running multiple parallel projects  Experience of training analysts  Previous experience of working within a regulated environment  Knowledge of analytical productionisation  Experience of model monitoring  Excellent negotiating and influencing skills  Well-developed interpersonal skills used to influence internal and client stakeholders  Excellent project management skills  Well-developed leadership and communication skills to drive high performance  Extensive commercial awareness  Degree or equivalent standard, with a high mathematical content eg Mathematics, Statistics, Operations Research (O.R), Economics, Physical Sciences Here at Experian, we believe that great work deserves great rewards. In return for your ideas, commitment and ambition, we'll give you a very competitive base salary and a range of benefits as soon as you join. On top of your base salary, we offer:  Performance related bonus scheme  25 days' annual leave (plus the ability to purchase 5 additional days)  Generous contributory pension  Opportunity to buy shares with the company share-save scheme  Life assurance  Medical and Dental cover  Retail discount schemes  3 Community involvement days per annum We also work with our colleagues to understand their long term career aspirations to ensure they have the career development and growth they need to achieve these goals. Through personalised career objectives and performance plans, we open up conversations on progression whether this is achieved through mentoring and coaching or classroom learning environments, we offer rewarding ways in which to learn. "	"London, UK"	"Science"	NA	"GBP"	"Experian"	"Experian"	"JS185928/591758631"	"01/12/2018 07:09:24"	"http://www.jobserve.com/Gkvel"	NA	NA	NA
"Data Scientist"	""	"London"	"Permanent"	"Data Scientist"	"London"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"We're Sky, Europe's biggest entertainment brand. Think top-quality shows. Breaking news. Innovative tech. Must-have products. Careers here mean the freedom and support you need to make an impact - pushing boundaries, creating solutions, hitting targets. And as part of our close-knit team, you'll enjoy plenty of benefits. Plus, experiences you'll only find at Sky.This role is an exciting opportunity to join us and work within our Data Science team.The perks Sky Q, a generous pension and private health care. Access to over 12,000 LinkedIn Learning courses to support your development. And if that's not enough, our award-winning Osterley campus boasts six subsidised restaurants, a cinema, gym, and much more. To find out more about working with us, search LifeatSky on LinkedIn, Twitter or Instagram. You will: - Be responsible for developing and driving actionable customer intelligence from our core data assets using advanced analytics.- Develop advanced analytics algorithms exploiting our rich data assets including viewing behaviours and content engagement on multiple platforms (linear, on demand, streaming etc), online engagement with Sky digital (apps, website), customer service interactions, service quality and performance information and customer metrics- Engage with key partners (marketing, retention, service, finance) to understand business objectives and support these objectives through the best use of advanced analytics approaches. Responsible for identifying the best analytical techniques, developing the solution, creating a framework for testing the solution, deploying champion challenger tests and measuring the incremental value to the business from the solution.- Engage with our technology teams and data engineers to build compliant, efficient and scalable solutions for leading customer treatments at Sky.- Strengthen our internal data science capabilities by continuously innovating and driving new ideas, building technology partnerships with our vendors, training and developing our people and creating a world-class data science team at Sky.You'll have:- Experience building and deploying advanced analytics solutions in a large scale (preferably B2C) cloud environment.- Expertise in at least 2 areas including Forecasting, Predictive Modelling, Optimisation, Clustering or NLP.- Experience in deploying commercially viable applications using deep learning techniques combining structured and unstructured data is highly desirable- The ability to quickly understand a business objective, problem solving to create an analytical solution and partner communication are essential- Commercial knowledge and applications of data science to drive commercial value is a requirement - everything we do drives value into the business.- Experience in data engineering, Datamodelling for advanced analytics, data processing on cloud, model management and app deployment on cloud is highly desirable.- Essential - Python with experience on GCP (BigQuery, GCS, Datalab, Dataproc, Cloud ML, Tensorflow)- Machine learning (essential) - Supervised/unsupervised learning, regression, decision trees, random forests, boosting, SVM, clusteringSo, what are you waiting for? Apply now for a chance to forge your own career path and be brilliant as part of a bright, talented team. Just so you know: if your application is successful, your appointment will be subject to receiving a positive outcome from your criminal record check.We're happy to discuss flexible working. It's our people that make Sky Europe's leading entertainment company. That's why we work hard to be an inclusive employer, so everyone at Sky can be their best.If you are successful in your application for this role, your appointment will be subject to receiving a positive outcome from your Criminal Record Check.A job you love to talk about "	"London, UK"	"Finance"	NA	NA	"Sky"	"Sky"	"JS43441/576247684"	"29/11/2018 07:40:21"	"http://www.jobserve.com/GkgNS"	NA	NA	NA
"Senior NLP Data Scientist"	"GBP"	"London"	"Permanent"	"Senior NLP Data Scientist"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"Executive summaryWe're one of the world's largest insurers, managing $4Bn of policies, covering a large number of domains: Energy, Cyber, Property, Marine and Casualty, to name a few. We specialize in commercial insurance and we handle often large and complex risks.You will be helping us to better forecast the risks our current and prospective clients face, so that we manage and price our policies more accurately by leveraging the rich customer and claims data in combination with growing external sources like credit, census, telematics, GPS, weather and social media data. You will also help us with modelling customer acquisition and retention, fraud detection, as well as with identifying and prototyping new technology.You will be joining a dynamic and growing team while working closely with industry leading insurance experts with a vast knowledge in each specific domain, combined with strong executive sponsorship. Data science has the support of the board as one of the company's six key global initiatives and is vital to QBE's future success.What we offer* competitive compensation, pension and benefits* brand new HQ in Bank at the heart of the financial industry* working alongside industry experts in insurance underwriting and risk assessment* a diverse set of problems, as our products span across virtually every insurance domain* flexible working and standing desksResponsibilities  Ownership of projects from end to end: from investigating raw data, acquiring external data, making data pipelines to deploying a model to production  Identify new problems and prototype solutions while working closely with business experts to generate ideas and ensure adoption  Maintain and improve existing Machine Learning applications; quantify and analyze model performance; oversee model scaling and refreshing  Demonstrate the value of data products and data derived insights to business stakeholders Requirements   Advanced degree in mathematics, computer science, or other quantitative field from a top university  Strong vocational NLP experience  Experience building end-to-end analytics solutions, including exposing Python and R algorithms as APIs with Flask and building visualizations in D3.js  Expert with SQL development and advanced queries, plus experience handling unstructured data in MongoDB  Strong experience with Unix and leveraging scalable data science environments such as Spark and AWS  Previous experience delivering predictive machine learning solutions and managing stakeholders within a large organisation Salary: CompetitiveNumber of Openings:1How to Apply:To submit your application, click \"Apply\" and follow the step by step process.Equal Employment Opportunity:QBE is an equal opportunity employer and is required to comply with equal employment opportunity legislation in each jurisdiction it operates."	"London, UK"	"Science"	NA	"GBP"	"QBE"	"QBE"	"JS222903/592979129"	"01/12/2018 14:14:36"	"http://www.jobserve.com/Gk4hd"	NA	NA	NA
"Data Science Manager - Non-life"	"GBP"	"United Kingdom"	"Permanent"	"Data Science Manager - Non-life"	"United Kingdom - GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Major insurer has a unique opportunity for a talented data scientist to provide a market leading technical pricing service for the Home business and help shape the development of data science techniques used in home pricing.In this exciting role, you will be responsible for the development of appropriate uses of machine learning techniques for Home Pricing, identifying opportunities for improvements to enable tasks to be performed in a more efficient manner.Acting as Subject Matter Expert and an ambassador for the technical pricing team throughout the business, you will develop data science skills throughout the team whilst building market-leading risk premium models.Candidates should have existing data science experience, and be proficient in the use of R/Python or similar software.Knowledge of Emblem, Radar, Classifier, and SAS also advantageous."	"United Kingdom"	"Other"	NA	"GBP"	"Star Actuarial Futures"	"Star Actuarial Futures"	"JSSTAR5184/593978808"	"03/12/2018 14:16:31"	"http://www.jobserve.com/GlPyR"	NA	NA	NA
"Pricing Analyst - Mixed Role"	"GBP"	"London"	"Permanent"	"Pricing Analyst - Mixed Role"	"London - GBP"	"Permanent"	"Posted: Saturday, 1 December 2018"	""	"A leading insurer is looking to hire an experienced Senior Pricing Analyst/Data Scientist to support their personal lines risk pricing function. The role involves working closely with Data Scientist and the wider pricing and underwriting teams to deliver pricing projects and new initiatives for modelling results and reporting to internal and external customers. This will mainly focus on motor but may also include Commercial Lines of business. The ideal candidate will have experience in at least one coding language Python, R or Julia. Knowledge of Clickview, Tableau and Emblem are preferable but not essential."	"London, UK"	"Finance"	NA	"GBP"	"Eames Consulting"	"Eames Consulting"	"JS7286_82541/592938191"	"01/12/2018 14:32:03"	"http://www.jobserve.com/Gk5AE"	NA	NA	NA
